time_from_recovery_onset_s,stress_Pa,strain_frac
1.711000000000000000e+03,3.360000000000000000e+06,4.122578013552580245e-02
1.712000000000000000e+03,3.360000000000000000e+06,4.122444797072015443e-02
1.713000000000000000e+03,3.360000000000000000e+06,4.122311658382100952e-02
1.714000000000000000e+03,3.360000000000000000e+06,4.122178597392038568e-02
1.715000000000000000e+03,3.360000000000000000e+06,4.122045614011191073e-02
1.716000000000000000e+03,3.360000000000000000e+06,4.121912708149077370e-02
1.717000000000000000e+03,3.360000000000000000e+06,4.121779879715375960e-02
1.718000000000000000e+03,3.360000000000000000e+06,4.121647128619922856e-02
1.719000000000000000e+03,3.360000000000000000e+06,4.121514454772710195e-02
1.720000000000000000e+03,3.360000000000000000e+06,4.121381858083890404e-02
1.721000000000000000e+03,3.360000000000000000e+06,4.121249338463769951e-02
1.722000000000000000e+03,3.360000000000000000e+06,4.121116895822810045e-02
1.723000000000000000e+03,3.360000000000000000e+06,4.120984530071632873e-02
1.724000000000000000e+03,3.360000000000000000e+06,4.120852241121010506e-02
1.725000000000000000e+03,3.360000000000000000e+06,4.120720028881875302e-02
1.726000000000000000e+03,3.360000000000000000e+06,4.120587893265310886e-02
1.727000000000000000e+03,3.360000000000000000e+06,4.120455834182557703e-02
1.728000000000000000e+03,3.360000000000000000e+06,4.120323851545007465e-02
1.729000000000000000e+03,3.360000000000000000e+06,4.120191945264210093e-02
1.730000000000000000e+03,3.360000000000000000e+06,4.120060115251864691e-02
1.731000000000000000e+03,3.360000000000000000e+06,4.119928361419824409e-02
1.732000000000000000e+03,3.360000000000000000e+06,4.119796683680097132e-02
1.733000000000000000e+03,3.360000000000000000e+06,4.119665081944842711e-02
1.734000000000000000e+03,3.360000000000000000e+06,4.119533556126369483e-02
1.735000000000000000e+03,3.360000000000000000e+06,4.119402106137140529e-02
1.736000000000000000e+03,3.360000000000000000e+06,4.119270731889772968e-02
1.737000000000000000e+03,3.360000000000000000e+06,4.119139433297028252e-02
1.738000000000000000e+03,3.360000000000000000e+06,4.119008210271823262e-02
1.739000000000000000e+03,3.360000000000000000e+06,4.118877062727224064e-02
1.740000000000000000e+03,3.360000000000000000e+06,4.118745990576445221e-02
1.741000000000000000e+03,3.360000000000000000e+06,4.118614993732853252e-02
1.742000000000000000e+03,3.360000000000000000e+06,4.118484072109961786e-02
1.743000000000000000e+03,3.360000000000000000e+06,4.118353225621435021e-02
1.744000000000000000e+03,3.360000000000000000e+06,4.118222454181084957e-02
1.745000000000000000e+03,3.360000000000000000e+06,4.118091757702871392e-02
1.746000000000000000e+03,3.360000000000000000e+06,4.117961136100903308e-02
1.747000000000000000e+03,3.360000000000000000e+06,4.117830589289435406e-02
1.748000000000000000e+03,3.360000000000000000e+06,4.117700117182870878e-02
1.749000000000000000e+03,3.360000000000000000e+06,4.117569719695758634e-02
1.750000000000000000e+03,3.360000000000000000e+06,4.117439396742796770e-02
1.751000000000000000e+03,3.360000000000000000e+06,4.117309148238826322e-02
1.752000000000000000e+03,3.360000000000000000e+06,4.117178974098835431e-02
1.753000000000000000e+03,3.360000000000000000e+06,4.117048874237958650e-02
1.754000000000000000e+03,3.360000000000000000e+06,4.116918848571474165e-02
1.755000000000000000e+03,3.360000000000000000e+06,4.116788897014807963e-02
1.756000000000000000e+03,3.360000000000000000e+06,4.116659019483526194e-02
1.757000000000000000e+03,3.360000000000000000e+06,4.116529215893342114e-02
1.758000000000000000e+03,3.360000000000000000e+06,4.116399486160112614e-02
1.759000000000000000e+03,3.360000000000000000e+06,4.116269830199836832e-02
1.760000000000000000e+03,3.360000000000000000e+06,4.116140247928659623e-02
1.761000000000000000e+03,3.360000000000000000e+06,4.116010739262865314e-02
1.762000000000000000e+03,3.360000000000000000e+06,4.115881304118883949e-02
1.763000000000000000e+03,3.360000000000000000e+06,4.115751942413285736e-02
1.764000000000000000e+03,3.360000000000000000e+06,4.115622654062784519e-02
1.765000000000000000e+03,3.360000000000000000e+06,4.115493438984233615e-02
1.766000000000000000e+03,3.360000000000000000e+06,4.115364297094629281e-02
1.767000000000000000e+03,3.360000000000000000e+06,4.115235228311108634e-02
1.768000000000000000e+03,3.360000000000000000e+06,4.115106232550949650e-02
1.769000000000000000e+03,3.360000000000000000e+06,4.114977309731569083e-02
1.770000000000000000e+03,3.360000000000000000e+06,4.114848459770525241e-02
1.771000000000000000e+03,3.360000000000000000e+06,4.114719682585514515e-02
1.772000000000000000e+03,3.360000000000000000e+06,4.114590978094374157e-02
1.773000000000000000e+03,3.360000000000000000e+06,4.114462346215080890e-02
1.774000000000000000e+03,3.360000000000000000e+06,4.114333786865748827e-02
1.775000000000000000e+03,3.360000000000000000e+06,4.114205299964630164e-02
1.776000000000000000e+03,3.360000000000000000e+06,4.114076885430117264e-02
1.777000000000000000e+03,3.360000000000000000e+06,4.113948543180739881e-02
1.778000000000000000e+03,3.360000000000000000e+06,4.113820273135163075e-02
1.779000000000000000e+03,3.360000000000000000e+06,4.113692075212189991e-02
1.780000000000000000e+03,3.360000000000000000e+06,4.113563949330762554e-02
1.781000000000000000e+03,3.360000000000000000e+06,4.113435895409957993e-02
1.782000000000000000e+03,3.360000000000000000e+06,4.113307913368988156e-02
1.783000000000000000e+03,3.360000000000000000e+06,4.113180003127204359e-02
1.784000000000000000e+03,3.360000000000000000e+06,4.113052164604089761e-02
1.785000000000000000e+03,3.360000000000000000e+06,4.112924397719267683e-02
1.786000000000000000e+03,3.360000000000000000e+06,4.112796702392491205e-02
1.787000000000000000e+03,3.360000000000000000e+06,4.112669078543650797e-02
1.788000000000000000e+03,3.360000000000000000e+06,4.112541526092771543e-02
1.789000000000000000e+03,3.360000000000000000e+06,4.112414044960011755e-02
1.790000000000000000e+03,3.360000000000000000e+06,4.112286635065665746e-02
